release_id,benchmark_slug,group,orbit_category,reported,reported_value,source_tier,source_url,source_date,variant_name,prior_model_reported,prior_source_url,coder,flagged_for_review,notes,organization,model_name,release_date,family_id,family_rank,prior_release,prior_model_name,n_benchmarks_scored,independent_score,benchmark_name,benchmark_release_date,reverse_gap
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,aider_polyglot,eligible,A,1,57.3,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,59.6,Aider polyglot,2024-12-21,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,arc_agi,eligible,A,1,41.8,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,0.11,ARC-AGI,2019-11-05,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,arc_agi_2,eligible,G,0,,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,0.0125,ARC-AGI-2,2025-03-24,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,fictionlivebench,eligible,H,0,,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,0.688,Fiction.LiveBench,2025-02-21,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,frontiermath,eligible,G,0,,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,0.0848056537102473,FrontierMath-2025-02-28-Private,2025-02-28,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,frontiermath_tier_4,eligible,H,0,,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,0.0,FrontierMath-Tier-4-2025-07-01-Private,2025-07-01,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,gpqa_diamond,eligible,A,1,77.5,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,0.8005050505050505,GPQA diamond,2023-11-20,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,lech_mazur_writing,eligible,C,1,87.5,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,Creative Writing v3,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,8.24,Lech Mazur Writing,2025-01-31,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,otis_mock_aime_2024_2025,eligible,H,0,,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,0.8666666666666667,OTIS Mock AIME 2024-2025,2024-12-19,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,scicode,eligible,H,0,,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,0.423611111111111,scicode,2024-07-18,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen3-235B-A22B (Jul 2025) | 2025-07-25,weirdml,eligible,H,0,,1.0,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507/raw/main/README.md,2025-07-25,,,,kevin,1.0,,Alibaba,Qwen3-235B-A22B (Jul 2025),2025-07-25,Alibaba / Qwen 235B AB,2,,Qwen3-235B-A22B,15,0.4104,WeirdML,2025-01-16,+aime25|+arena_hard_v2|+bfcl|+csimpleqa|+hmmt25|+ifeval|+livebench_20241125|+livecodebench_v6|+mmlu_pro|+mmlu_redux|+multipl_e|+simpleqa|+supergpqa|+tau_bench|+writingbench|+zebralogic
Alibaba | Qwen2.5-72B | 2024-09-19,arc_ai2,eligible,A,1,72.4,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.945,ARC AI2,2018-03-14,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,bbh,eligible,A,1,86.3,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.798,BBH,2022-10-17,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,gpqa_diamond,eligible,A,1,49.0,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.4914772727272727,GPQA diamond,2023-11-20,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,hella_swag,eligible,H,0,,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.848,HellaSwag,2019-05-19,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,math_level_5,eligible,C,1,83.1,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,"MATH full set, not the level-5 subset",,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.631703172205438,MATH level 5,2021-03-05,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,mmlu,eligible,A,1,86.1,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.853,MMLU,2020-09-07,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,os_world,eligible,H,0,,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,5.0,OSWorld,2024-04-11,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,piqa,eligible,H,0,,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.826,PIQA,2019-11-26,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,trivia_qa,eligible,H,0,,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.719,TriviaQA,2017-05-09,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,video_mme,eligible,H,0,,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.735,video_mme,2024-05-31,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen2.5-72B | 2024-09-19,wino_grande,eligible,H,0,,2.0,https://qwenlm.github.io/blog/qwen2.5/,2024-09-19,,,,kevin,1.0,,Alibaba,Qwen2.5-72B,2024-09-19,Alibaba / Qwen 72B,3,,Qwen2-72B,19,0.823,Winogrande,2019-07-24,+alignbench|+arena_hard|+gsm8k|+humaneval|+ifeval|+livebench_0831|+livecodebench|+mbpp|+mmlu_pro|+mmlu_redux|+mt_bench|+multi_exam|+multipl_e
Alibaba | Qwen 3.8 Max | 2026-08-02,chess_puzzles,eligible,H,0,,1.0,https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B/raw/main/README.md,2026-08-02,,,,kevin,1.0,,Alibaba,Qwen 3.8 Max,2026-08-02,Alibaba / Qwen Max,5,,Qwen3.7-Max,8,0.29,Chess Puzzles,2025-12-10,+agents_last_exam|+androidbench|+automation_bench|+coworkbench|+frontierswe|+healthbench|+hle|+hle_with_tools|+ifbench|+jobbench|+longbench_v2|+mls_bench_lite|+mrcr_v2|+nl2repo_bench|+onemillion_bench|+paperbench|+plawbench|+prbench_finance|+prbench_legal|+qwenqoderbench|+qwenreactbench|+qwensvgbench|+qwenswebench|+skillsbench|+swe_bench_pro|+terminal_bench_2_1|+toolathlon_verified|+widesearch|+workspacebench
Alibaba | Qwen 3.8 Max | 2026-08-02,deepswe,eligible,C,1,56.6,1.0,https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B/raw/main/README.md,2026-08-02,DeepSWE 1.1,,,kevin,1.0,,Alibaba,Qwen 3.8 Max,2026-08-02,Alibaba / Qwen Max,5,,Qwen3.7-Max,8,0.5746102449888641,DeepSWE,2025-07-02,+agents_last_exam|+androidbench|+automation_bench|+coworkbench|+frontierswe|+healthbench|+hle|+hle_with_tools|+ifbench|+jobbench|+longbench_v2|+mls_bench_lite|+mrcr_v2|+nl2repo_bench|+onemillion_bench|+paperbench|+plawbench|+prbench_finance|+prbench_legal|+qwenqoderbench|+qwenreactbench|+qwensvgbench|+qwenswebench|+skillsbench|+swe_bench_pro|+terminal_bench_2_1|+toolathlon_verified|+widesearch|+workspacebench
Alibaba | Qwen 3.8 Max | 2026-08-02,gpqa_diamond,eligible,A,1,92.6,1.0,https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B/raw/main/README.md,2026-08-02,,,,kevin,1.0,,Alibaba,Qwen 3.8 Max,2026-08-02,Alibaba / Qwen Max,5,,Qwen3.7-Max,8,0.9267676767676768,GPQA diamond,2023-11-20,+agents_last_exam|+androidbench|+automation_bench|+coworkbench|+frontierswe|+healthbench|+hle|+hle_with_tools|+ifbench|+jobbench|+longbench_v2|+mls_bench_lite|+mrcr_v2|+nl2repo_bench|+onemillion_bench|+paperbench|+plawbench|+prbench_finance|+prbench_legal|+qwenqoderbench|+qwenreactbench|+qwensvgbench|+qwenswebench|+skillsbench|+swe_bench_pro|+terminal_bench_2_1|+toolathlon_verified|+widesearch|+workspacebench
Alibaba | Qwen 3.8 Max | 2026-08-02,otis_mock_aime_2024_2025,eligible,H,0,,1.0,https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B/raw/main/README.md,2026-08-02,,,,kevin,1.0,,Alibaba,Qwen 3.8 Max,2026-08-02,Alibaba / Qwen Max,5,,Qwen3.7-Max,8,0.9944444444444444,OTIS Mock AIME 2024-2025,2024-12-19,+agents_last_exam|+androidbench|+automation_bench|+coworkbench|+frontierswe|+healthbench|+hle|+hle_with_tools|+ifbench|+jobbench|+longbench_v2|+mls_bench_lite|+mrcr_v2|+nl2repo_bench|+onemillion_bench|+paperbench|+plawbench|+prbench_finance|+prbench_legal|+qwenqoderbench|+qwenreactbench|+qwensvgbench|+qwenswebench|+skillsbench|+swe_bench_pro|+terminal_bench_2_1|+toolathlon_verified|+widesearch|+workspacebench
Alibaba | Qwen 3.8 Max | 2026-08-02,simpleqa_verified,eligible,H,0,,1.0,https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B/raw/main/README.md,2026-08-02,,,,kevin,1.0,,Alibaba,Qwen 3.8 Max,2026-08-02,Alibaba / Qwen Max,5,,Qwen3.7-Max,8,0.4629258517034068,SimpleQA Verified,2025-09-09,+agents_last_exam|+androidbench|+automation_bench|+coworkbench|+frontierswe|+healthbench|+hle|+hle_with_tools|+ifbench|+jobbench|+longbench_v2|+mls_bench_lite|+mrcr_v2|+nl2repo_bench|+onemillion_bench|+paperbench|+plawbench|+prbench_finance|+prbench_legal|+qwenqoderbench|+qwenreactbench|+qwensvgbench|+qwenswebench|+skillsbench|+swe_bench_pro|+terminal_bench_2_1|+toolathlon_verified|+widesearch|+workspacebench
Alibaba | Qwen 3.8 Max | 2026-08-02,webdev_arena,eligible,G,0,,1.0,https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B/raw/main/README.md,2026-08-02,,,,kevin,1.0,,Alibaba,Qwen 3.8 Max,2026-08-02,Alibaba / Qwen Max,5,,Qwen3.7-Max,8,1666.72,webdev_arena,2024-12-10,+agents_last_exam|+androidbench|+automation_bench|+coworkbench|+frontierswe|+healthbench|+hle|+hle_with_tools|+ifbench|+jobbench|+longbench_v2|+mls_bench_lite|+mrcr_v2|+nl2repo_bench|+onemillion_bench|+paperbench|+plawbench|+prbench_finance|+prbench_legal|+qwenqoderbench|+qwenreactbench|+qwensvgbench|+qwenswebench|+skillsbench|+swe_bench_pro|+terminal_bench_2_1|+toolathlon_verified|+widesearch|+workspacebench
Anthropic | Claude 3 Haiku | 2024-03-07,gpqa_diamond,eligible,A,1,33.3,1.0,https://www-cdn.anthropic.com/de8ba9b01c9ab7cbabf5c33b80b7bbc618857627/Model_Card_Claude_3.pdf,2024-03-04,,,,kevin,,,Anthropic,Claude 3 Haiku,2024-03-07,Anthropic / Claude Haiku,1,,,9,0.3630050505050505,GPQA diamond,2023-11-20,+ai2d|+apps|+arc_challenge|+bbh|+chartqa|+docvqa|+drop|+gsm8k|+hellaswag|+humaneval|+mathvista|+mbpp|+mgsm|+mmmu|+pubmedqa|+race_h
Anthropic | Claude 3 Haiku | 2024-03-07,math_level_5,eligible,C,1,40.9,1.0,https://www-cdn.anthropic.com/de8ba9b01c9ab7cbabf5c33b80b7bbc618857627/Model_Card_Claude_3.pdf,2024-03-04,"MATH full set, 4-shot CoT, not the level-5 subset",,,kevin,,,Anthropic,Claude 3 Haiku,2024-03-07,Anthropic / Claude Haiku,1,,,9,0.1487915407854985,MATH level 5,2021-03-05,+ai2d|+apps|+arc_challenge|+bbh|+chartqa|+docvqa|+drop|+gsm8k|+hellaswag|+humaneval|+mathvista|+mbpp|+mgsm|+mmmu|+pubmedqa|+race_h
Anthropic | Claude 3 Haiku | 2024-03-07,mmlu,eligible,A,1,75.2,1.0,https://www-cdn.anthropic.com/de8ba9b01c9ab7cbabf5c33b80b7bbc618857627/Model_Card_Claude_3.pdf,2024-03-04,,,,kevin,,,Anthropic,Claude 3 Haiku,2024-03-07,Anthropic / Claude Haiku,1,,,9,0.738,MMLU,2020-09-07,+ai2d|+apps|+arc_challenge|+bbh|+chartqa|+docvqa|+drop|+gsm8k|+hellaswag|+humaneval|+mathvista|+mbpp|+mgsm|+mmmu|+pubmedqa|+race_h
Anthropic | Claude 3 Haiku | 2024-03-07,science_qa,eligible,H,0,,1.0,https://www-cdn.anthropic.com/de8ba9b01c9ab7cbabf5c33b80b7bbc618857627/Model_Card_Claude_3.pdf,2024-03-04,,,,kevin,,,Anthropic,Claude 3 Haiku,2024-03-07,Anthropic / Claude Haiku,1,,,9,0.72,ScienceQA,2022-09-20,+ai2d|+apps|+arc_challenge|+bbh|+chartqa|+docvqa|+drop|+gsm8k|+hellaswag|+humaneval|+mathvista|+mbpp|+mgsm|+mmmu|+pubmedqa|+race_h
Anthropic | Claude 3 Haiku | 2024-03-07,wino_grande,eligible,A,1,74.2,1.0,https://www-cdn.anthropic.com/de8ba9b01c9ab7cbabf5c33b80b7bbc618857627/Model_Card_Claude_3.pdf,2024-03-04,,,,kevin,,,Anthropic,Claude 3 Haiku,2024-03-07,Anthropic / Claude Haiku,1,,,9,0.742,Winogrande,2019-07-24,+ai2d|+apps|+arc_challenge|+bbh|+chartqa|+docvqa|+drop|+gsm8k|+hellaswag|+humaneval|+mathvista|+mbpp|+mgsm|+mmmu|+pubmedqa|+race_h
Anthropic | Claude 3.5 Haiku | 2024-10-22,gpqa_diamond,eligible,A,1,41.6,1.0,https://assets.anthropic.com/m/1cd9d098ac3e6467/original/Claude-3-Model-Card-October-Addendum.pdf,2024-10-22,,Claude 3 Haiku,https://www-cdn.anthropic.com/de8ba9b01c9ab7cbabf5c33b80b7bbc618857627/Model_Card_Claude_3.pdf,kevin,,,Anthropic,Claude 3.5 Haiku,2024-10-22,Anthropic / Claude Haiku,2,Anthropic | Claude 3 Haiku | 2024-03-07,Claude 3 Haiku,15,0.3813131313131313,GPQA diamond,2023-11-20,+aime_2024|+bbh|+drop|+humaneval|+ifeval|+mgsm|+mmlu_pro
Anthropic | Claude 3.5 Haiku | 2024-10-22,live_bench,eligible,H,0,,1.0,https://assets.anthropic.com/m/1cd9d098ac3e6467/original/Claude-3-Model-Card-October-Addendum.pdf,2024-10-22,,,,kevin,,,Anthropic,Claude 3.5 Haiku,2024-10-22,Anthropic / Claude Haiku,2,,Claude 3 Haiku,15,43.45,live_bench,2024-06-27,+aime_2024|+bbh|+drop|+humaneval|+ifeval|+mgsm|+mmlu_pro
Anthropic | Claude 3.5 Haiku | 2024-10-22,math_level_5,eligible,C,1,69.2,1.0,https://assets.anthropic.com/m/1cd9d098ac3e6467/original/Claude-3-Model-Card-October-Addendum.pdf,2024-10-22,"MATH full set, 0-shot CoT, not the level-5 subset",Claude 3 Haiku,https://www-cdn.anthropic.com/de8ba9b01c9ab7cbabf5c33b80b7bbc618857627/Model_Card_Claude_3.pdf,kevin,,,Anthropic,Claude 3.5 Haiku,2024-10-22,Anthropic / Claude Haiku,2,Anthropic | Claude 3 Haiku | 2024-03-07,Claude 3 Haiku,15,0.4635574018126888,MATH level 5,2021-03-05,+aime_2024|+bbh|+drop|+humaneval|+ifeval|+mgsm|+mmlu_pro
Anthropic | Claude 3.5 Haiku | 2024-10-22,mmlu,eligible,A,1,77.6,1.0,https://assets.anthropic.com/m/1cd9d098ac3e6467/original/Claude-3-Model-Card-October-Addendum.pdf,2024-10-22,,Claude 3 Haiku,https://www-cdn.anthropic.com/de8ba9b01c9ab7cbabf5c33b80b7bbc618857627/Model_Card_Claude_3.pdf,kevin,,,Anthropic,Claude 3.5 Haiku,2024-10-22,Anthropic / Claude Haiku,2,Anthropic | Claude 3 Haiku | 2024-03-07,Claude 3 Haiku,15,0.743,MMLU,2020-09-07,+aime_2024|+bbh|+drop|+humaneval|+ifeval|+mgsm|+mmlu_pro
Anthropic | Claude 3.5 Haiku | 2024-10-22,scicode,eligible,H,0,,1.0,https://assets.anthropic.com/m/1cd9d098ac3e6467/original/Claude-3-Model-Card-October-Addendum.pdf,2024-10-22,,,,kevin,,,Anthropic,Claude 3.5 Haiku,2024-10-22,Anthropic / Claude Haiku,2,,Claude 3 Haiku,15,0.274305555555556,scicode,2024-07-18,+aime_2024|+bbh|+drop|+humaneval|+ifeval|+mgsm|+mmlu_pro
Anthropic | Claude Haiku 4.5 | 2025-10-15,ale_bench,eligible,H,0,,2.0,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15,,,,kevin,,,Anthropic,Claude Haiku 4.5,2025-10-15,Anthropic / Claude Haiku,3,,Claude 3.5 Haiku,21,653.48,ale_bench,2025-06-10,+aime_2025|+cybench|+gpqa_diamond|+mmmlu|+mmmu|+os_world|+swe_bench_verified|+tau2_bench_airline|+tau2_bench_retail|+tau2_bench_telecom
Anthropic | Claude Haiku 4.5 | 2025-10-15,arc_agi,eligible,H,0,,2.0,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15,,,,kevin,,,Anthropic,Claude Haiku 4.5,2025-10-15,Anthropic / Claude Haiku,3,,Claude 3.5 Haiku,21,0.4767,ARC-AGI,2019-11-05,+aime_2025|+cybench|+gpqa_diamond|+mmmlu|+mmmu|+os_world|+swe_bench_verified|+tau2_bench_airline|+tau2_bench_retail|+tau2_bench_telecom
Anthropic | Claude Haiku 4.5 | 2025-10-15,arc_agi_2,eligible,G,0,,2.0,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15,,,,kevin,,,Anthropic,Claude Haiku 4.5,2025-10-15,Anthropic / Claude Haiku,3,,Claude 3.5 Haiku,21,0.0403,ARC-AGI-2,2025-03-24,+aime_2025|+cybench|+gpqa_diamond|+mmmlu|+mmmu|+os_world|+swe_bench_verified|+tau2_bench_airline|+tau2_bench_retail|+tau2_bench_telecom
Anthropic | Claude Haiku 4.5 | 2025-10-15,balrog,eligible,H,0,,2.0,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15,,,,kevin,,,Anthropic,Claude Haiku 4.5,2025-10-15,Anthropic / Claude Haiku,3,,Claude 3.5 Haiku,21,0.312,Balrog,2024-11-20,+aime_2025|+cybench|+gpqa_diamond|+mmmlu|+mmmu|+os_world|+swe_bench_verified|+tau2_bench_airline|+tau2_bench_retail|+tau2_bench_telecom
Anthropic | Claude Haiku 4.5 | 2025-10-15,critpt,eligible,H,0,,2.0,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15,,,,kevin,,,Anthropic,Claude Haiku 4.5,2025-10-15,Anthropic / Claude Haiku,3,,Claude 3.5 Haiku,21,0.0,CritPt,2025-09-30,+aime_2025|+cybench|+gpqa_diamond|+mmmlu|+mmmu|+os_world|+swe_bench_verified|+tau2_bench_airline|+tau2_bench_retail|+tau2_bench_telecom
Anthropic | Claude Haiku 4.5 | 2025-10-15,forecastbench,eligible,H,0,,2.0,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15,,,,kevin,,,Anthropic,Claude Haiku 4.5,2025-10-15,Anthropic / Claude Haiku,3,,Claude 3.5 Haiku,21,61.4,forecastbench,2024-09-30,+aime_2025|+cybench|+gpqa_diamond|+mmmlu|+mmmu|+os_world|+swe_bench_verified|+tau2_bench_airline|+tau2_bench_retail|+tau2_bench_telecom
Anthropic | Claude Haiku 4.5 | 2025-10-15,frontiermath,eligible,G,0,,2.0,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15,,,,kevin,,,Anthropic,Claude Haiku 4.5,2025-10-15,Anthropic / Claude Haiku,3,,Claude 3.5 Haiku,21,0.0590277777777777,FrontierMath-2025-02-28-Private,2025-02-28,+aime_2025|+cybench|+gpqa_diamond|+mmmlu|+mmmu|+os_world|+swe_bench_verified|+tau2_bench_airline|+tau2_bench_retail|+tau2_bench_telecom
Anthropic | Claude Haiku 4.5 | 2025-10-15,frontiermath_tier_4,eligible,H,0,,2.0,https://www.anthropic.com/news/claude-haiku-4-5,2025-10-15,,,,kevin,,,Anthropic,Claude Haiku 4.5,2025-10-15,Anthropic / Claude Haiku,3,,Claude 3.5 Haiku,21,0.0208333333333333,FrontierMath-Tier-4-2025-07-01-Private,2025-07-01,+aime_2025|+cybench|+gpqa_diamond|+mmmlu|+mmmu|+os_world|+swe_bench_verified|+tau2_bench_airline|+tau2_bench_retail|+tau2_bench_telecom
